HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,MW,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts
Chelsea,Bournemouth,2.035171676985317,0.6311212814723537,,48.51128175625432,41.41712651782641,43.92187944757693,52.6280422445391,1.6429587482219064,1.0259601706970132,34.05242613380106,8.712830429180656,5.137649448708369,0.0843977577456733,0.01775059556317551,0.009521076478956614,-0.010198884521468185,-0.034643754905916896,-0.02106504893785772,0.1420410912098823,0.014361426884017571,0.42166340669497515,-0.7799373114603129,0.616998577524892,0.04856240860290429
